Probe_ID	Gene_symbol	Ensembl_ID	Cytoband	Genomic_location_hg18	chromosome_name_hg18	start_position_hg18	end_position_hg18	Synonyms_0	Gene.Chosen	Genomic_location_hg19	chromosome_name_hg19	start_position_hg19	end_position_hg19	Genomic_location_hg38	chromosome_name_hg38	start_position_hg38	end_position_hg38	strand	Alias	gencode_seqnames_hg19	gencode_seqnames_hg38	gencode_start_hg19	gencode_start_hg38	gencode_end_hg19	gencode_end_hg38	Cytoband_hg19	Cytoband_hg38	Source
ILMN_2099783	ATP6V1F	ENSG00000128524	7q32.1a	chr7:128292973:128293022:+	7	128292973	128293022	Vma7; MGC126038; ATP6S14; MGC126037; MGC117321; VATF	YES	chr7:128505737:128505786:+	7	128505737	128505786	7:128865683:128865732:+	7	128865683	128865732	+	NA	chr7	chr7	128502880	128862826	128505898	128865844	7q32	7q32	iC10
ILMN_1761479	ZC3HC1	ENSG00000091732	7q32.2a	chr7:129445421:129445470:-	7	129445421	129445470	1110054L24Rik; NIPA; HSPC216	YES	chr7:129658185:129658234:-	7	129658185	129658234	7:130018345:130018394:-	7	130018345	130018394	-	NA	chr7	chr7	129658126	130018286	129691291	130051451	7q32	7q32	iC10
ILMN_1673962	NUP205	ENSG00000155561	7q33c	chr7:134983805:134983854:+	7	134983805	134983854	C7orf14	YES	chr7:135333265:135333314:+	7	135333265	135333314	7:135648517:135648566:+	7	135648517	135648566	+	NA	chr7	chr7	135242667	135557919	135333505	135648757	7q33	7q33	iC10
ILMN_1809478	SSBP1	ENSG00000106028	7q34e	chr7:141089933:141089970:+,chr7:141090171:141090182:+	7	141089933	141089970	SSBP	YES	chr7:141443464:141443501:+	7	141443464	141443501	7:141743664:141743701:+	7	141743664	141743701	+	NA	chr7	chr7	141438121	141738321	141487722	141787922	7q34	7q34	iC10
ILMN_1652521	MTMR9	ENSG00000104643	8p23.1b	chr8:11222840:11222889:+	8	11222840	11222889	LIP-STYX; C8orf9; DKFZp434K171; MTMR8; MGC126672	YES	chr8:11185430:11185479:+	8	11185430	11185479	8:11327921:11327970:+	8	11327921	11327970	+	NA	chr8	chr8	11141925	11284416	11185655	11328146	8p23	8p23	iC10
ILMN_1735474	R3HCC1	ENSG00000104679	8p21.3a	chr8:23209608:23209657:+	8	23209608	23209657		YES	chr8:23153663:23153712:+	8	23153663	23153712	8:23296150:23296199:+	8	23296150	23296199	+	NA	chr8	chr8	23127633	23270120	23153792	23296279	8p21	8p21	iC10
ILMN_1653612	KCTD9	ENSG00000104756	8p21.2c	chr8:25341354:25341403:-	8	25341354	25341403	FLJ20038	YES	chr8:25285437:25285486:-	8	25285437	25285486	8:25427921:25427970:-	8	25427921	25427970	-	NA	chr8	chr8	25285363	25427847	25315992	25458476	8p21	8p21	iC10
ILMN_1789266	CCDC25	ENSG00000147419	8p21.1e	chr8:27646854:27646903:-	8	27646854	27646903	FLJ10853	YES	chr8:27590935:27590984:-	8	27590935	27590984	8:27733418:27733467:-	8	27733418	27733467	-	NA	chr8	chr8	27590828	27733311	27630170	27772653	8p21	8p21	iC10
ILMN_1744068	ELP3	ENSG00000134014	8p21.1d	chr8:28104437:28104486:+	8	28104437	28104486	FLJ10422; KAT9	YES	chr8:28048518:28048567:+	8	28048518	28048567	8:28191001:28191050:+	8	28191001	28191050	+	NA	chr8	chr8	27947190	28089673	28048673	28191156	8p21	8p21	iC10
ILMN_1699674	ZNF703	ENSG00000183779	8p12a	chr8:37675195:37675244:+	8	37675195	37675244	NA	NO	chr8:37556037:37556086:+	8	37556037	37556086	8:37698519:37698568:+	8	37698519	37698568	+	NA	chr8	chr8	37553269	37695751	37557539	37700021	8p11	8p11	iC10
ILMN_1714952	ZNF703	ENSG00000183779	8p12a	chr8:37675505:37675554:+	8	37675505	37675554		YES	chr8:37556347:37556396:+	8	37556347	37556396	8:37698829:37698878:+	8	37698829	37698878	+	NA	chr8	chr8	37553269	37695751	37557539	37700021	8p11	8p11	iC10
ILMN_2378664	ERLIN2	ENSG00000147475	8p12a	chr8:37714685:37714705:+,chr8:37717041:37717069:+	8	37714685	37714705	NA	NO	chr8:37595527:37595547:+	8	37595527	37595547	8:37738009:37738029:+	8	37738009	37738029	+	NA	chr8	chr8	37594119	37736601	37616619	37759101	8p11	8p11	iC10
ILMN_1669729	ERLIN2	ENSG00000147475	8p12a	chr8:37714686:37714705:+,chr8:37717041:37717070:+	8	37714686	37714705	NA	NO	chr8:37595528:37595547:+	8	37595528	37595547	8:37738010:37738029:+	8	37738010	37738029	+	NA	chr8	chr8	37594119	37736601	37616619	37759101	8p11	8p11	iC10
ILMN_1700549	ERLIN2	ENSG00000147475	8p12a	chr8:37734228:37734277:+	8	37734228	37734277	C8orf2; MGC87072; Erlin-2; SPFH2	YES	chr8:37615070:37615119:+	8	37615070	37615119	8:37757552:37757601:+	8	37757552	37757601	+	NA	chr8	chr8	37594119	37736601	37616619	37759101	8p11	8p11	iC10
ILMN_1665554	BRF2	ENSG00000104221	8p12a	chr8:37820834:37820883:-	8	37820834	37820883	TFIIIB50; FLJ11052; BRFU	YES	chr8:37701676:37701725:-	8	37701676	37701725	8:37844158:37844207:-	8	37844158	37844207	-	NA	chr8	chr8	37700786	37843268	37707422	37849904	8p11	8p11	iC10
ILMN_1692219	RAB11FIP1	ENSG00000156675	8p12a	chr8:37835758:37835807:-	8	37835758	37835807	FLJ22622; DKFZp686E2214; rab11-FIP1; RCP; NOEL1A; MGC78448; FLJ22524	YES	chr8:37716600:37716649:-	8	37716600	37716649	8:37859082:37859131:-	8	37859082	37859131	-	NA	chr8	chr8	37716136	37858618	37756985	37899467	8p11	8p11	iC10
ILMN_2409596	RAB11FIP1	ENSG00000156675	8p12a	chr8:37837664:37837713:-	8	37837664	37837713	NA	NO	chr8:37718506:37718555:-	8	37718506	37718555	8:37860988:37861037:-	8	37860988	37861037	-	NA	chr8	chr8	37716136	37858618	37756985	37899467	8p11	8p11	iC10
ILMN_1767324	EIF4EBP1	ENSG00000187840	8p12a	chr8:38036683:38036732:+	8	38036683	38036732	PHAS-I; MGC4316; 4EBP1; BP-1	YES	chr8:37917526:37917575:+	8	37917526	37917575	8:38060008:38060057:+	8	38060008	38060057	+	NA	chr8	chr8	37887859	38030341	37917883	38060365	8p11	8p11	iC10
ILMN_1666933	ASH2L	ENSG00000129691	8p12a	chr8:38115948:38115997:+	8	38115948	38115997	ASH2; ASH2L2; ASH2L1	YES	chr8:37996791:37996840:+	8	37996791	37996840	8:38139273:38139322:+	8	38139273	38139322	+	NA	chr8	chr8	37962760	38105242	38001594	38144076	8p11	8p11	iC10
ILMN_2218450	LSM1	ENSG00000175324	8p12a	chr8:38140094:38140143:-	8	38140094	38140143	CASM; YJL124C	YES	chr8:38020937:38020986:-	8	38020937	38020986	8:38163419:38163468:-	8	38163419	38163468	-	NA	chr8	chr8	38020839	38163321	38034248	38176730	8p11	8p11	iC10
ILMN_1727996	BAG4	ENSG00000156735	8p12a	chr8:38187079:38187128:+	8	38187079	38187128	NA	NO	chr8:38067922:38067971:+	8	38067922	38067971	8:38210404:38210453:+	8	38210404	38210453	+	NA	chr8	chr8	38034051	38176533	38070819	38213301	8p11	8p11	iC10
ILMN_2221014	BAG4	ENSG00000156735	8p12a	chr8:38187438:38187487:+	8	38187438	38187487	SODD; BAG-4	YES	chr8:38068281:38068330:+	8	38068281	38068330	8:38210763:38210812:+	8	38210763	38210812	+	NA	chr8	chr8	38034051	38176533	38070819	38213301	8p11	8p11	iC10
ILMN_1705871	DDHD2	ENSG00000085788	8p12a	chr8:38237340:38237389:+	8	38237340	38237389	SAMWD1; KIAA0725	YES	chr8:38118183:38118232:+	8	38118183	38118232	8:38260665:38260714:+	8	38260665	38260714	+	NA	chr8	chr8	38082736	38225218	38133076	38275558	8p11	8p11	iC10
ILMN_2179063	DDHD2	ENSG00000085788	8p12a	chr8:38238058:38238107:+	8	38238058	38238107	NA	NO	chr8:38118901:38118950:+	8	38118901	38118950	8:38261383:38261432:+	8	38261383	38261432	+	NA	chr8	chr8	38082736	38225218	38133076	38275558	8p11	8p11	iC10
ILMN_1807379	WHSC1L1	ENSG00000147548	8p12a	chr8:38252150:38252199:-	8	38252150	38252199	pp14328; DKFZp667H044; NSD3; FLJ20353; MGC126766; MGC142029	YES	chr8:38132993:38133042:-	8	38132993	38133042	8:38275475:38275524:-	8	38275475	38275524	-	NSD3	chr8	chr8	38127215	38269697	38239790	38382272	8p11	8p11	iC10
ILMN_1697919	WHSC1L1	ENSG00000147548	8p12a	chr8:38293395:38293444:-	8	38293395	38293444	NA	NO	chr8:38174238:38174287:-	8	38174238	38174287	8:38316720:38316769:-	8	38316720	38316769	-	NSD3	NA	NA	NA	NA	NA	NA	8p11	8p11	iC10
ILMN_1666715	WHSC1L1	ENSG00000147548	8p12a	chr8:38306213:38306262:-	8	38306213	38306262	NA	NO	chr8:38187056:38187105:-	8	38187056	38187105	8:38329538:38329587:-	8	38329538	38329587	-	NSD3	NA	NA	NA	NA	NA	NA	8p11	8p11	iC10
ILMN_1741171	TM2D2	ENSG00000169490	8p11.23b	chr8:38965721:38965770:-	8	38965721	38965770	MGC125814; BLP1; MGC125813	YES	chr8:38846564:38846613:-	8	38846564	38846613	8:38989045:38989094:-	8	38989045	38989094	-	NA	chr8	chr8	38846327	38988808	38854343	38996824	8p11	8p11	iC10
ILMN_1727524	ADAM9	ENSG00000168615	8p11.23b	chr8:39018729:39018778:+	8	39018729	39018778	MDC9; KIAA0021; Mltng; MCMP	YES	chr8:38899572:38899621:+	8	38899572	38899621	8:39042053:39042102:+	8	39042053	39042102	+	NA	chr8	chr8	38854388	38996869	38962663	39105144	8p11	8p11	iC10
ILMN_1778673	GOLGA7	ENSG00000147533	8p11.21b	chr8:41487328:41487377:+	8	41487328	41487377	MGC4876; GOLGA3AP1; GCP16; MGC21096; HSPC041	YES	chr8:41368171:41368220:+	8	41368171	41368220	8:41510652:41510701:+	8	41510652	41510701	+	NA	chr8	chr8	41347915	41490396	41368499	41510980	8p11	8p11	iC10
ILMN_1807501	GINS4	ENSG00000147536	8p11.21b	chr8:41518563:41518575:+,chr8:41518667:41518703:+	8	41518563	41518575	MGC14799; SLD5	YES	chr8:41399406:41399418:+	8	41399406	41399418	8:41541887:41541899:+	8	41541887	41541899	+	NA	chr8	chr8	41386725	41529206	41402565	41545046	8p11	8p11	iC10
ILMN_2095840	MYST3	ENSG00000083168	8p11.21b	chr8:41907697:41907746:-	8	41907697	41907746	RUNXBP2; MOZ; ZNF220 ;KAT6A	YES	chr8:41788540:41788589:-	8	41788540	41788589	8:41931022:41931071:-	8	41931022	41931071	-	KAT6A	chr8	chr8	41786997	41929479	41909544	42052026	8p11	8p11	iC10
ILMN_1676946	AP3M2	ENSG00000070718	8p11.21a	chr8:42147727:42147776:+	8	42147727	42147776	CLA20; P47B; AP47B	YES	chr8:42028570:42028619:+	8	42028570	42028619	8:42171052:42171101:+	8	42171052	42171101	+	NA	chr8	chr8	42010464	42152946	42029191	42171673	8p11	8p11	iC10
ILMN_1727142	IKBKB	ENSG00000104365	8p11.21a	chr8:42308516:42308565:+	8	42308516	42308565	IKK-beta; NFKBIKB; IKK2; FLJ40509; IKKB; MGC131801	YES	chr8:42189359:42189408:+	8	42189359	42189408	8:42331841:42331890:+	8	42331841	42331890	+	NA	chr8	chr8	42128820	42271302	42190171	42332653	8p11	8p11	iC10
ILMN_1729816	VDAC3	ENSG00000078668	8p11.21a	chr8:42382390:42382439:+	8	42382390	42382439	HD-VDAC3	YES	chr8:42263233:42263282:+	8	42263233	42263282	8:42405715:42405764:+	8	42405715	42405764	+	NA	chr8	chr8	42249142	42391624	42263415	42405897	8p11	8p11	iC10
ILMN_1677385	C8orf40	ENSG00000176209	8p11.21a	chr8:42527068:42527117:+	8	42527068	42527117	 ;SMIM19	YES	chr8:42407911:42407960:+	8	42407911	42407960	8:42552768:42552817:+	8	42552768	42552817	+	SMIM19	chr8	chr8	42396298	42541155	42410336	42555193	8p11	8p11	iC10
ILMN_1757272	THAP1	ENSG00000131931	8p11.21a	chr8:42811417:42811466:-	8	42811417	42811466	FLJ10477; MGC33014	YES	chr8:42692260:42692309:-	8	42692260	42692309	8:42837117:42837166:-	8	42837117	42837166	-	NA	chr8	chr8	42691817	42836674	42698468	42843325	8p11	8p11	iC10
ILMN_1746494	FNTA	ENSG00000168522	8p11.21a	chr8:43033420:43033469:+	8	43033420	43033469	FPTA; MGC99680; PGGT1A	YES	chr8:42914263:42914312:+	8	42914263	42914312	8:43059120:43059169:+	8	43059120	43059169	+	NA	chr8	chr8	42889337	43034194	42940931	43085788	8p11	8p11	iC10
ILMN_1887174	KIAA0146	ENSG00000164808	8q11.21a	chr8:48810564:48810613:+	8	48810564	48810613	 ;SPIDR	YES	chr8:48648011:48648060:+	8	48648011	48648060	8:47735449:47735498:+	8	47735449	47735498	+	SPIDR	chr8	chr8	48173167	47260575	48648868	47736306	8q11	8q11	iC10
ILMN_1769517	PRKDC	ENSG00000121031	8q11.21a-q11.21b	chr8:48848325:48848374:-	8	48848325	48848374	XRCC7; p350; DNPK1; HYRC1; HYRC; DNAPK	YES	chr8:48685772:48685821:-	8	48685772	48685821	8:47773211:47773260:-	8	47773211	47773260	-	NA	chr8	chr8	48685669	47773108	48872743	47960183	8q11	8q11	iC10
ILMN_1737205	MCM4	ENSG00000104738	8q11.21b	chr8:49051904:49051953:+	8	49051904	49051953	NA	NO	chr8:48889351:48889400:+	8	48889351	48889400	8:47976791:47976840:+	8	47976791	47976840	+	NA	chr8	chr8	48872745	47960185	48890720	47978160	8q11	8q11	iC10
ILMN_2412860	MCM4	ENSG00000104738	8q11.21b	chr8:49052554:49052603:+	8	49052554	49052603	P1-CDC21; CDC54; MGC33310; CDC21; hCdc21	YES	chr8:48890001:48890050:+	8	48890001	48890050	8:47977441:47977490:+	8	47977441	47977490	+	NA	chr8	chr8	48872745	47960185	48890720	47978160	8q11	8q11	iC10
ILMN_1770515	UBE2V2	ENSG00000169139	8q11.21b	chr8:49136209:49136258:+	8	49136209	49136258	UEV2; EDPF-1; EDAF-1; EDPF1; DDVit-1; MMS2; DDVIT1; UEV-2	YES	chr8:48973656:48973705:+	8	48973656	48973705	8:48061096:48061145:+	8	48061096	48061145	+	NA	chr8	chr8	48920960	48008400	48977268	48064708	8q11	8q11	iC10
ILMN_2403730	ATP6V1H	ENSG00000047249	8q11.23c-q11.23d	chr8:54818690:54818724:-,chr8:54791123:54791137:-	8	54818690	54818724	SFDbeta; CGI-11; VMA13; SFDalpha; SFD; MSTP042	YES	chr8:54656137:54656171:-	8	54656137	54656171	8:53743577:53743611:-	8	53743577	53743611	-	NA	chr8	chr8	54628117	53715557	54756118	53843558	8q11	8q11	iC10
ILMN_2357770	TCEA1	ENSG00000213792	8q11.23d	chr8:55054169:55054218:-	8	55054169	55054218	SII; TCEA; TFIIS; GTF2S; TF2S	YES	chr8:54891616:54891665:-	8	54891616	54891665	8:53979056:53979105:-	8	53979056	53979105	-	NA	chr8	chr8	54879112	53966552	54935089	54022529	8q11	8q11	iC10
ILMN_2103720	MRPL15	ENSG00000137547	8q11.23d	chr8:55222836:55222885:+	8	55222836	55222885	MRP-L7; HSPC145; RPML7	YES	chr8:55060283:55060332:+	8	55060283	55060332	8:54147723:54147772:+	8	54147723	54147772	+	NA	chr8	chr8	55047770	54135210	55060461	54147901	8q11	8q11	iC10
ILMN_1696311	IMPAD1	ENSG00000104331	8q12.1b	chr8:58038147:58038196:-	8	58038147	58038196	IMPA3; FLJ20421	YES	chr8:57875593:57875642:-	8	57875593	57875642	8:56963034:56963083:-	8	56963034	56963083	-	NA	chr8	chr8	57870492	56957933	57906403	56993844	8q12	8q12	iC10
ILMN_1652394	RAB2A	ENSG00000104388	8q12.1d	chr8:61695857:61695906:+	8	61695857	61695906	RAB2	YES	chr8:61533303:61533352:+	8	61533303	61533352	8:60620744:60620793:+	8	60620744	60620793	+	NA	chr8	chr8	61429416	60516857	61536186	60623627	8q12	8q12	iC10
ILMN_1722066	ARMC1	ENSG00000104442	8q13.1a	chr8:66677681:66677730:-	8	66677681	66677730	FLJ10511; Arcp	YES	chr8:66515127:66515176:-	8	66515127	66515176	8:65602892:65602941:-	8	65602892	65602941	-	NA	chr8	chr8	66514691	65602456	66546452	65634217	8q13	8q13	iC10
ILMN_1774028	MTFR1	ENSG00000066855	8q13.1a	chr8:66784995:66785044:+	8	66784995	66785044	KIAA0009; CHPPR	YES	chr8:66622441:66622490:+	8	66622441	66622490	8:65710206:65710255:+	8	65710206	65710255	+	NA	chr8	chr8	66556969	65644734	66683496	65771261	8q13	8q13	iC10
ILMN_1767658	RRS1	ENSG00000179041	8q13.1b	chr8:67505108:67505157:+	8	67505108	67505157	KIAA0112	YES	chr8:67342554:67342603:+	8	67342554	67342603	8:66430319:66430368:+	8	66430319	66430368	+	NA	chr8	chr8	67341263	66429028	67342968	66430733	8q13	8q13	iC10
ILMN_1682180	VCPIP1	ENSG00000175073	8q13.1b	chr8:67705223:67705272:-	8	67705223	67705272	FLJ23132; KIAA1850; VCIP135; DKFZp686G038	YES	chr8:67542669:67542718:-	8	67542669	67542718	8:66630434:66630483:-	8	66630434	66630483	-	NA	chr8	chr8	67540722	66628487	67579452	66667217	8q13	8q13	iC10
ILMN_1736002	COPS5	ENSG00000121022	8q13.2a	chr8:68120638:68120687:-	8	68120638	68120687	MGC3149; SGN5; CSN5; JAB1; MOV-34	YES	chr8:67958084:67958133:-	8	67958084	67958133	8:67045849:67045898:-	8	67045849	67045898	-	NA	chr8	chr8	67955314	67043079	67996018	67083783	8q13	8q13	iC10
ILMN_1812353	CSPP1	ENSG00000104218	8q13.2a	chr8:68270212:68270261:+	8	68270212	68270261	NA	NO	chr8:68107658:68107707:+	8	68107658	68107707	8:67195423:67195472:+	8	67195423	67195472	+	NA	chr8	chr8	67974661	67062426	68108498	67196263	8q13	8q13	iC10
ILMN_2393994	CSPP1	ENSG00000104218	8q13.2a	chr8:68270714:68270763:+	8	68270714	68270763	CSPP; FLJ38886; FLJ22490	YES	chr8:68108160:68108209:+	8	68108160	68108209	8:67195925:67195974:+	8	67195925	67195974	+	NA	chr8	chr8	67974661	67062426	68108498	67196263	8q13	8q13	iC10
ILMN_1728471	ARFGEF1	ENSG00000066777	8q13.2a	chr8:68272949:68272998:-	8	68272949	68272998	DKFZP434L057; BIG1; ARFGEP1; P200; D730028O18Rik	YES	chr8:68110395:68110444:-	8	68110395	68110444	8:67198160:67198209:-	8	67198160	67198209	-	NA	chr8	chr8	68085746	67173511	68255912	67343677	8q13	8q13	iC10
ILMN_1737146	TRAM1	ENSG00000067167	8q13.3b	chr8:71648459:71648508:-	8	71648459	71648508	PNAS-8; TRAMP; TRAM	YES	chr8:71485905:71485954:-	8	71485905	71485954	8:70573670:70573719:-	8	70573670	70573719	-	NA	chr8	chr8	71485677	70573442	71520622	70608387	8q13	8q13	iC10
ILMN_1694847	TERF1	ENSG00000215102	8q21.11a	chr8:74105129:74105178:+	8	74105129	74105178	t-TRF1; TRBF1; FLJ41416; TRF; hTRF1-AS; PIN2; TRF1	YES	chr8:73942575:73942624:+	8	73942575	73942624	8:73030340:73030389:+	8	73030340	73030389	+	NA	chr8	chr8	73921099	73008864	73960357	73048122	8q21	8q21	iC10
ILMN_1769720	STAU2	ENSG00000040341	8q21.11a	chr8:74624809:74624858:-	8	74624809	74624858	39K2; 39K3; MGC119606; DKFZp781K0371	YES	chr8:74462255:74462304:-	8	74462255	74462304	8:73550020:73550069:-	8	73550020	73550069	-	NA	chr8	chr8	74332604	73420369	74659943	73747708	8q21	8q21	iC10
ILMN_1739032	TMEM70	ENSG00000175606	8q21.11a	chr8:75057492:75057541:+	8	75057492	75057541	FLJ20533	YES	chr8:74894938:74894987:+	8	74894938	74894987	8:73982703:73982752:+	8	73982703	73982752	+	NA	chr8	chr8	74884672	73972437	74895018	73982783	8q21	8q21	iC10
ILMN_1743299	PXMP3	ENSG00000164751	8q21.11d	chr8:78058194:78058243:-	8	78058194	78058243	PAF-1; RNF72; PAF1; PMP35; PEX2; PMP3	YES	chr8:77895639:77895688:-	8	77895639	77895688	8:76983403:76983452:-	8	76983403	76983452	-	PEX2	chr8	chr8	77892494	76980258	77913280	77001044	8q21	8q21	iC10
ILMN_1718424	MRPS28	ENSG00000147586	8q21.13a	chr8:81077789:81077805:-,chr8:80993906:80993938:-	8	81077789	81077805	FLJ22853; MRP-S35; MRP-S28; HSPC007; MRPS35	YES	chr8:80915234:80915250:-	8	80915234	80915250	8:80002999:80003015:-	8	80002999	80003015	-	NA	chr8	chr8	80830952	79918717	80942524	80030289	8q21	8q21	iC10
ILMN_2381064	TPD52	ENSG00000076554	8q21.13a	chr8:81109695:81109744:-	8	81109695	81109744	N8L; PrLZ; hD52; PC-1; D52	YES	chr8:80947140:80947189:-	8	80947140	80947189	8:80034905:80034954:-	8	80034905	80034954	-	NA	chr8	chr8	80946980	80034745	81143467	80231232	8q21	8q21	iC10
ILMN_1693367	TPD52	ENSG00000076554	8q21.13a	chr8:81110227:81110276:-	8	81110227	81110276	NA	NO	chr8:80947672:80947721:-	8	80947672	80947721	8:80035437:80035486:-	8	80035437	80035486	-	NA	chr8	chr8	80946980	80034745	81143467	80231232	8q21	8q21	iC10
ILMN_1782551	E2F5	ENSG00000133740	8q21.2b	chr8:86311683:86311691:+,chr8:86313240:86313280:+	8	86311683	86311691	E2F-5	YES	chr8:86124431:86124439:+	8	86124431	86124439	8:85212196:85212204:+	8	85212196	85212204	+	NA	chr8	chr8	86089460	85177225	86129387	85217158	8q21	8q21	iC10
ILMN_1653205	C8orf59	ENSG00000176731	8q21.2b	chr8:86316923:86316972:-	8	86316923	86316972		YES	chr8:86129671:86129720:-	8	86129671	86129720	8:85217442:85217491:-	8	85217442	85217491	-	NA	chr8	chr8	86126311	85214076	86132650	85220421	8q21	8q21	iC10
ILMN_1815303	FAM82B	ENSG00000176623		chr8:87556179:87556228:-	8	87556179	87556228	NA ;RMDN1	NO	chr8:87487063:87487112:-	8	87487063	87487112	8:86474834:86474883:-	8	86474834	86474883	-	RMDN1	chr8	chr8	87480486	86468257	87526586	86514357	8q21	8q21	iC10
ILMN_1733374	FAM82B	ENSG00000176623		chr8:87561622:87561638:-,chr8:87560323:87560355:-	8	87561622	87561638	NA ;RMDN1	NO	chr8:87492506:87492522:-	8	87492506	87492522	8:86480277:86480293:-	8	86480277	86480293	-	RMDN1	chr8	chr8	87480486	86468257	87526586	86514357	8q21	8q21	iC10
ILMN_1783469	FAM82B	ENSG00000176623		chr8:87569897:87569902:-,chr8:87567945:87567988:-	8	87569897	87569902	 ;RMDN1	YES	chr8:87500781:87500786:-	8	87500781	87500786	8:86488552:86488557:-	8	86488552	86488557	-	RMDN1	chr8	chr8	87480486	86468257	87526586	86514357	8q21	8q21	iC10
ILMN_1773576	CPNE3	ENSG00000085719	8q21.3a	chr8:87642430:87642479:+	8	87642430	87642479	KIAA0636; PRO1071; CPN3	YES	chr8:87573314:87573363:+	8	87573314	87573363	8:86561086:86561135:+	8	86561086	86561135	+	NA	chr8	chr8	87526656	86514427	87573726	86561498	8q21	8q21	iC10
ILMN_1772703	OTUD6B	ENSG00000155100	8q21.3e	chr8:92167683:92167732:+	8	92167683	92167732	CGI-77	YES	chr8:92098507:92098556:+	8	92098507	92098556	8:91086279:91086328:+	8	91086279	91086328	+	NA	chr8	chr8	92082424	91070196	92099323	91087095	8q21	8q21	iC10
ILMN_2215631	OTUD6B	ENSG00000155100	8q21.3e	chr8:92168117:92168166:+	8	92168117	92168166	NA	NO	chr8:92098941:92098990:+	8	92098941	92098990	8:91086713:91086762:+	8	91086713	91086762	+	NA	chr8	chr8	92082424	91070196	92099323	91087095	8q21	8q21	iC10
ILMN_1722127	RAD54B	ENSG00000197275	8q22.1b	chr8:95459708:95459757:-	8	95459708	95459757	FSBP	YES	chr8:95390532:95390581:-	8	95390532	95390581	8:94378304:94378353:-	8	94378304	94378353	-	NA	chr8	chr8	95384188	94371960	95487337	94475109	8q22	8q22	iC10
ILMN_1749180	ESRP1	ENSG00000104413	8q22.1b-q22.1c	chr8:95774126:95774175:+	8	95774126	95774175	FLJ20171	YES	chr8:95704950:95704999:+	8	95704950	95704999	8:94692722:94692771:+	8	94692722	94692771	+	NA	chr8	chr8	95653302	94641074	95719694	94707466	8q22	8q22	iC10
ILMN_1775573	DPY19L4	ENSG00000156162	8q22.1c	chr8:95872882:95872931:+	8	95872882	95872931	MGC131885	YES	chr8:95803706:95803755:+	8	95803706	95803755	8:94791478:94791527:+	8	94791478	94791527	+	NA	chr8	chr8	95731931	94719703	95806064	94793836	8q22	8q22	iC10
ILMN_2412384	CCNE2	ENSG00000175305	8q22.1c	chr8:95962283:95962332:-	8	95962283	95962332	CYCE2	YES	chr8:95893107:95893156:-	8	95893107	95893156	8:94880879:94880928:-	8	94880879	94880928	-	NA	chr8	chr8	95891998	94879770	95908906	94896678	8q22	8q22	iC10
ILMN_1727618	C8orf38	ENSG00000156170	8q22.1c	chr8:96128445:96128494:+	8	96128445	96128494	MGC40214 ;NDUFAF6	YES	chr8:96059269:96059318:+	8	96059269	96059318	8:95047041:95047090:+	8	95047041	95047090	+	NDUFAF6	chr8	chr8	95907995	94895767	96128683	95116455	8q22	8q22	iC10
ILMN_1759453	UQCRB	ENSG00000156467	8q22.1d	chr8:97316916:97316964:-,chr8:97314631:97314631:-	8	97316916	97316964	UQPC; UQBC; UQBP; QP-C; QCR7; QPC	YES	chr8:97247740:97247788:-	8	97247740	97247788	8:96235512:96235560:-	8	96235512	96235560	-	NA	chr8	chr8	97238148	96225920	97247862	96235634	8q22	8q22	iC10
ILMN_1688753	PTDSS1	ENSG00000156471	8q22.1d	chr8:97415614:97415663:+	8	97415614	97415663	PSSA; KIAA0024	YES	chr8:97346438:97346487:+	8	97346438	97346487	8:96334210:96334259:+	8	96334210	96334259	+	NA	chr8	chr8	97273943	96261715	97349223	96336995	8q22	8q22	iC10
ILMN_1810838	MTDH	ENSG00000147649	8q22.1e	chr8:98807406:98807455:+	8	98807406	98807455	AEG-1; 3D3; AEG1; LYRIC	YES	chr8:98738230:98738279:+	8	98738230	98738279	8:97726002:97726051:+	8	97726002	97726051	+	NA	chr8	chr8	98656407	97644179	98740998	97728770	8q22	8q22	iC10
ILMN_1754303	RPL30	ENSG00000156482	8q22.2a	chr8:99126753:99126802:-	8	99126753	99126802		YES	chr8:99057577:99057626:-	8	99057577	99057626	8:98045349:98045398:-	8	98045349	98045398	-	NA	chr8	chr8	99037079	98024851	99058697	98046469	8q22	8q22	iC10
ILMN_1666453	STK3	ENSG00000104375	8q22.2a	chr8:99536109:99536158:-	8	99536109	99536158	FLJ90748; KRS1; MST2	YES	chr8:99466933:99466982:-	8	99466933	99466982	8:98454705:98454754:-	8	98454705	98454754	-	NA	chr8	chr8	99383456	98371228	99955055	98942827	8q22	8q22	iC10
ILMN_1712298	ANKRD46	ENSG00000186106	8q22.3a	chr8:101602464:101602513:-	8	101602464	101602513		YES	chr8:101533288:101533337:-	8	101533288	101533337	8:100521060:100521109:-	8	100521060	100521109	-	NA	chr8	chr8	101521980	100509752	101572012	100559784	8q22	8q22	iC10
ILMN_1801928	YWHAZ	ENSG00000164924	8q22.3a	chr8:102000468:102000517:-	8	102000468	102000517	KCIP-1; MGC126532; MGC111427; MGC138156	YES	chr8:101931292:101931341:-	8	101931292	101931341	8:100919064:100919113:-	8	100919064	100919113	-	NA	chr8	chr8	101928753	100916525	101965616	100953388	8q22	8q22	iC10
